Date,Place,Time,Period,Water Level (m),Water Level Percentage (%),Temperature (°C),Vibration on Earth (mg),Rain Gauge Level (mm),Pore Pressure (kPa),Soil Moisture (%),Latitude,Longitude,Distance (km)
2023-03-07,Shimla,10:05,Morning,3.2,83.0,29.0,0.08,16.0,114.4,40.6,31.1048,77.1734,43.77
2023-09-24,Munnar,21:39,Morning,2.7,60.0,28.4,0.08,24.0,120.0,44.6,10.0889,77.0594,31.12
2020-10-22,Munnar,18:17,Afternoon,1.6,61.0,29.6,0.02,20.0,100.6,34.2,10.0889,77.0594,43.09
2021-01-03,Shillong,12:24,Morning,3.3,69.0,23.6,0.08,0.8,134.5,31.5,25.5788,91.8933,23.0
2024-03-31,Darjeeling,16:06,Afternoon,1.3,64.0,27.0,0.01,5.2,126.3,43.6,27.0385,88.2622,5.18
2024-03-26,Manali,22:33,Night,3.0,88.0,17.7,0.05,30.1,132.5,44.5,32.2396,77.1885,42.08
2023-12-14,Shimla,22:07,Evening,3.0,64.0,24.9,0.09,34.4,108.6,35.7,31.1048,77.1734,41.68
2020-11-13,Munnar,21:54,Evening,1.8,75.0,28.8,0.02,33.8,109.8,47.1,10.0889,77.0594,43.42
2022-10-06,Shillong,07:25,Morning,3.7,71.0,15.2,0.07,6.7,127.5,27.5,25.5788,91.8933,41.87
2023-11-21,Dehradun,19:50,Evening,3.0,72.0,23.6,0.02,3.0,101.9,34.6,30.3165,78.0322,25.55
2021-07-03,Dehradun,06:15,Afternoon,2.1,63.0,16.1,0.05,18.9,131.5,26.7,30.3165,78.0322,34.51
2024-01-26,Dehradun,17:08,Evening,3.8,62.0,21.3,0.03,6.2,114.1,42.5,30.3165,78.0322,39.91
2022-11-05,Darjeeling,22:25,Afternoon,1.8,76.0,25.7,0.03,19.7,113.3,29.1,27.0385,88.2622,39.74
2022-02-26,Shimla,05:39,Night,2.7,86.0,23.0,0.05,13.3,128.7,29.9,31.1048,77.1734,49.0
2021-01-16,Darjeeling,02:50,Morning,3.8,81.0,22.9,0.05,5.8,104.3,29.0,27.0385,88.2622,37.85
2022-01-10,Munnar,17:00,Morning,2.5,65.0,21.6,0.07,34.5,102.2,35.4,10.0889,77.0594,45.36
2024-07-16,Dehradun,02:56,Afternoon,3.9,84.0,16.1,0.06,2.7,107.5,31.5,30.3165,78.0322,35.14
2024-08-19,Shimla,03:45,Afternoon,2.4,73.0,18.6,0.06,6.0,117.8,43.1,31.1048,77.1734,1.85
2022-01-28,Shimla,00:31,Night,2.7,76.0,17.7,0.04,30.5,108.3,39.8,31.1048,77.1734,23.39
2024-05-01,Darjeeling,21:13,Night,1.6,68.0,16.5,0.08,3.9,117.1,33.3,27.0385,88.2622,22.71
2024-07-22,Shimla,10:53,Night,1.7,68.0,26.0,0.01,5.6,111.7,32.9,31.1048,77.1734,41.21
2021-09-25,Manali,23:00,Evening,3.3,85.0,18.2,0.09,15.1,121.6,43.5,32.2396,77.1885,15.87
2023-01-08,Manali,13:59,Night,1.2,77.0,17.3,0.08,18.2,102.5,28.2,32.2396,77.1885,9.58
2021-03-05,Shimla,02:54,Night,3.4,82.0,18.8,0.05,22.0,126.5,42.8,31.1048,77.1734,10.94
2024-01-23,Shillong,11:11,Afternoon,1.7,80.0,16.6,0.01,15.4,109.8,37.5,25.5788,91.8933,10.73
2020-10-02,Manali,15:22,Afternoon,1.9,74.0,28.4,0.03,31.9,105.3,28.9,32.2396,77.1885,8.85
2022-12-29,Shimla,04:04,Night,1.4,84.0,19.3,0.02,4.5,106.8,27.9,31.1048,77.1734,22.98
2024-10-12,Dehradun,16:02,Evening,3.1,89.0,22.5,0.1,26.9,116.5,48.7,30.3165,78.0322,34.13
2020-10-24,Shimla,05:55,Afternoon,2.7,83.0,22.8,0.07,4.0,117.5,46.8,31.1048,77.1734,25.24
2021-03-26,Shimla,19:09,Night,1.1,64.0,16.3,0.07,30.4,130.8,48.4,31.1048,77.1734,37.33
2022-02-19,Manali,07:25,Morning,2.0,88.0,22.8,0.04,27.9,116.2,42.9,32.2396,77.1885,25.62
2021-03-23,Shillong,21:44,Evening,3.4,83.0,22.3,0.04,34.5,100.3,36.5,25.5788,91.8933,27.04
2023-03-19,Dehradun,19:53,Night,3.3,77.0,15.6,0.08,9.3,121.5,32.7,30.3165,78.0322,37.57
2020-02-10,Darjeeling,00:34,Afternoon,2.9,87.0,24.7,0.07,24.5,109.0,49.4,27.0385,88.2622,8.6
2024-04-14,Shillong,02:45,Afternoon,2.0,75.0,26.4,0.08,24.1,128.9,45.7,25.5788,91.8933,29.4
2022-01-22,Darjeeling,15:52,Afternoon,3.8,71.0,18.4,0.02,4.6,104.0,31.9,27.0385,88.2622,25.43
2021-02-10,Shimla,23:38,Morning,2.7,89.0,20.0,0.09,27.3,106.8,27.3,31.1048,77.1734,29.42
2020-03-13,Shillong,06:18,Night,4.0,66.0,21.9,0.09,20.8,112.1,29.5,25.5788,91.8933,15.68
2020-01-04,Shillong,22:23,Morning,3.1,77.0,15.4,0.06,8.9,120.3,34.7,25.5788,91.8933,46.52
2021-11-05,Darjeeling,07:10,Evening,1.0,76.0,17.6,0.05,20.8,107.1,40.6,27.0385,88.2622,21.03
2021-03-11,Manali,02:20,Evening,3.7,66.0,18.4,0.04,17.1,124.9,27.5,32.2396,77.1885,10.76
2024-01-14,Shillong,08:42,Morning,1.9,62.0,18.4,0.02,13.2,106.2,33.5,25.5788,91.8933,24.58
2020-06-07,Manali,11:59,Morning,3.7,62.0,25.0,0.01,28.0,124.3,41.0,32.2396,77.1885,44.25
2020-06-17,Manali,18:41,Evening,1.6,65.0,17.8,0.05,12.7,133.7,25.6,32.2396,77.1885,22.84
2023-04-04,Dehradun,23:03,Evening,1.2,65.0,17.6,0.02,8.0,139.5,40.6,30.3165,78.0322,21.15
2024-08-18,Dehradun,08:57,Evening,3.2,69.0,26.2,0.03,3.6,102.9,27.5,30.3165,78.0322,32.22
2021-09-30,Shillong,17:36,Evening,3.3,79.0,23.8,0.03,21.2,115.1,29.6,25.5788,91.8933,38.26
2024-11-18,Munnar,05:10,Morning,1.1,65.0,25.9,0.04,24.9,120.7,34.2,10.0889,77.0594,48.3
2021-05-31,Munnar,22:34,Night,3.6,82.0,15.2,0.04,19.4,110.6,25.4,10.0889,77.0594,7.98
2024-02-26,Dehradun,12:33,Morning,2.3,88.0,24.9,0.02,11.5,122.7,46.5,30.3165,78.0322,11.57
2024-04-11,Shimla,15:13,Morning,2.8,75.0,18.1,0.06,3.6,117.6,29.0,31.1048,77.1734,42.72
2024-06-29,Dehradun,10:48,Morning,2.9,83.0,22.3,0.07,19.8,124.0,25.6,30.3165,78.0322,20.52
2020-04-14,Darjeeling,07:48,Afternoon,3.8,72.0,23.4,0.01,13.6,131.1,30.7,27.0385,88.2622,16.41
2020-06-18,Shillong,23:10,Night,2.2,88.0,24.3,0.09,22.3,109.1,46.9,25.5788,91.8933,4.68
2022-07-10,Shillong,10:40,Evening,3.2,81.0,19.3,0.02,29.5,125.4,39.9,25.5788,91.8933,27.73
2021-12-19,Munnar,12:24,Morning,1.6,86.0,21.6,0.05,27.1,127.6,46.0,10.0889,77.0594,24.61
2024-08-30,Darjeeling,19:18,Evening,1.2,82.0,22.2,0.09,11.0,109.3,27.5,27.0385,88.2622,15.54
2020-08-08,Darjeeling,06:12,Night,1.1,87.0,17.9,0.04,20.9,128.6,37.2,27.0385,88.2622,4.32
2023-11-13,Shimla,19:32,Evening,1.4,69.0,23.3,0.04,11.4,122.7,37.5,31.1048,77.1734,32.06
2023-08-18,Manali,23:22,Morning,2.0,67.0,24.2,0.04,18.1,129.0,47.4,32.2396,77.1885,18.77
2020-11-17,Dehradun,03:47,Night,1.9,70.0,20.8,0.06,6.7,137.9,31.6,30.3165,78.0322,2.78
2020-06-30,Shimla,11:30,Night,3.2,65.0,19.5,0.04,10.9,123.7,25.9,31.1048,77.1734,25.24
2022-04-09,Darjeeling,20:34,Morning,2.6,90.0,18.0,0.04,14.5,126.5,33.4,27.0385,88.2622,29.05
2021-08-14,Shillong,10:38,Evening,2.9,82.0,19.2,0.09,3.3,137.7,42.3,25.5788,91.8933,24.78
2022-11-12,Manali,02:24,Evening,1.4,70.0,18.5,0.1,24.3,134.0,48.9,32.2396,77.1885,9.73
2021-12-15,Shillong,00:03,Afternoon,3.1,83.0,28.9,0.07,20.0,136.6,31.3,25.5788,91.8933,2.88
2023-03-10,Darjeeling,03:06,Evening,1.9,70.0,16.6,0.09,5.6,133.1,27.4,27.0385,88.2622,16.96
2021-02-08,Darjeeling,14:17,Night,1.9,68.0,22.0,0.05,2.4,125.7,49.0,27.0385,88.2622,49.11
2024-02-05,Manali,23:32,Afternoon,3.9,88.0,28.1,0.09,29.1,114.0,39.1,32.2396,77.1885,2.44
2021-09-03,Munnar,03:06,Night,1.6,67.0,25.5,0.02,13.8,110.7,28.2,10.0889,77.0594,48.06
2022-01-29,Manali,08:16,Afternoon,2.4,87.0,15.7,0.04,33.0,106.4,29.8,32.2396,77.1885,2.2
2020-01-19,Manali,19:24,Afternoon,3.7,89.0,28.2,0.02,8.3,125.2,28.9,32.2396,77.1885,41.02
2020-09-15,Darjeeling,03:25,Night,2.7,89.0,26.6,0.1,14.8,121.1,26.9,27.0385,88.2622,0.43
2022-08-01,Shimla,18:20,Afternoon,1.2,88.0,22.2,0.06,11.6,109.6,38.8,31.1048,77.1734,42.04
2022-10-06,Shimla,10:31,Afternoon,1.1,63.0,28.8,0.07,18.3,104.9,45.8,31.1048,77.1734,31.02
2022-11-10,Darjeeling,21:26,Afternoon,3.2,77.0,20.9,0.06,22.9,106.9,30.8,27.0385,88.2622,38.14
2024-01-25,Munnar,02:58,Evening,3.2,72.0,22.6,0.05,16.2,110.3,36.3,10.0889,77.0594,21.09
2023-03-05,Darjeeling,22:27,Night,3.4,80.0,23.9,0.03,13.8,125.3,46.6,27.0385,88.2622,48.51
2024-01-18,Dehradun,02:53,Afternoon,4.0,85.0,15.4,0.09,3.3,132.9,46.6,30.3165,78.0322,24.18
2021-06-08,Shimla,10:12,Afternoon,3.0,60.0,18.2,0.02,2.1,114.9,27.3,31.1048,77.1734,47.24
2021-07-14,Dehradun,15:27,Morning,3.0,86.0,21.7,0.09,7.1,132.9,47.1,30.3165,78.0322,35.7
2020-10-13,Manali,09:45,Night,3.8,79.0,26.9,0.03,9.1,112.2,31.7,32.2396,77.1885,38.82
2024-07-26,Shimla,05:20,Night,3.9,66.0,29.2,0.07,21.0,107.1,49.1,31.1048,77.1734,5.8
2020-10-17,Dehradun,14:19,Afternoon,2.5,89.0,16.0,0.09,28.7,114.6,48.9,30.3165,78.0322,9.65
2024-04-29,Shillong,10:17,Morning,2.8,90.0,22.7,0.07,19.4,139.9,33.0,25.5788,91.8933,39.29
2022-01-13,Shimla,12:52,Evening,1.7,67.0,15.4,0.02,20.9,107.6,29.0,31.1048,77.1734,47.93
2022-04-10,Manali,15:45,Morning,3.4,63.0,17.9,0.06,25.3,108.0,33.8,32.2396,77.1885,27.28
2022-03-13,Dehradun,13:42,Morning,1.9,64.0,20.8,0.04,22.0,104.4,30.3,30.3165,78.0322,11.01
2020-02-21,Manali,14:39,Night,3.6,64.0,24.4,0.08,22.5,110.1,41.0,32.2396,77.1885,31.46
2022-05-27,Shillong,18:08,Morning,2.4,63.0,29.5,0.04,3.0,113.6,39.9,25.5788,91.8933,11.48
2021-10-05,Manali,18:06,Evening,1.0,85.0,16.3,0.04,17.8,138.2,26.2,32.2396,77.1885,36.87
2022-10-25,Shimla,13:02,Evening,2.2,62.0,25.1,0.08,1.8,123.1,46.8,31.1048,77.1734,43.51
2020-12-25,Manali,05:25,Afternoon,1.7,65.0,22.1,0.02,8.7,139.0,47.1,32.2396,77.1885,44.56
2020-03-21,Darjeeling,11:41,Night,2.9,78.0,21.3,0.06,13.9,126.6,37.9,27.0385,88.2622,12.22
2022-01-15,Manali,11:29,Morning,2.1,84.0,25.0,0.01,10.0,124.2,46.5,32.2396,77.1885,41.34
2021-12-16,Manali,23:19,Evening,4.0,77.0,15.7,0.01,9.5,117.4,48.2,32.2396,77.1885,24.03
2022-12-28,Dehradun,15:16,Evening,2.1,73.0,18.1,0.02,21.0,122.8,29.1,30.3165,78.0322,23.13
2021-06-25,Shimla,16:26,Morning,2.7,64.0,21.8,0.02,17.4,127.4,40.9,31.1048,77.1734,38.21
2024-04-04,Manali,12:37,Night,2.6,62.0,15.2,0.03,30.4,114.2,38.9,32.2396,77.1885,0.8
2022-11-07,Munnar,00:15,Night,1.5,80.0,18.7,0.05,9.8,119.3,33.6,10.0889,77.0594,42.15
2021-01-02,Shillong,04:43,Night,2.8,82.0,24.0,0.07,4.8,118.9,45.5,25.5788,91.8933,40.88
2020-03-13,Dehradun,01:57,Night,4.0,74.0,25.7,0.02,26.9,108.0,41.7,30.3165,78.0322,38.23
2024-12-26,Shimla,00:12,Morning,1.6,64.0,16.6,0.04,19.3,110.0,48.1,31.1048,77.1734,24.46
2020-06-21,Dehradun,08:54,Afternoon,1.6,78.0,15.8,0.02,3.3,111.2,26.4,30.3165,78.0322,5.05
2020-07-08,Manali,03:55,Evening,2.8,78.0,24.4,0.04,34.0,102.8,30.8,32.2396,77.1885,9.53
2021-01-03,Dehradun,14:33,Afternoon,3.0,71.0,17.8,0.03,16.5,112.0,46.3,30.3165,78.0322,28.97
2020-09-12,Shimla,20:21,Evening,2.2,81.0,19.1,0.02,4.5,110.1,48.2,31.1048,77.1734,16.72
2020-08-02,Darjeeling,20:08,Evening,1.7,74.0,15.1,0.06,14.5,129.3,35.4,27.0385,88.2622,16.78
2021-12-22,Munnar,08:25,Afternoon,2.7,75.0,19.6,0.04,24.6,106.7,47.5,10.0889,77.0594,2.24
2023-11-23,Shimla,13:58,Evening,2.9,72.0,17.1,0.03,7.1,135.6,26.6,31.1048,77.1734,42.13
2024-01-31,Manali,03:17,Morning,2.6,84.0,28.4,0.08,1.6,134.0,37.3,32.2396,77.1885,3.62
2024-10-19,Dehradun,14:33,Afternoon,1.4,87.0,18.7,0.04,33.8,103.9,41.3,30.3165,78.0322,49.6
2020-03-17,Manali,13:45,Morning,3.8,87.0,28.1,0.01,25.4,116.9,49.8,32.2396,77.1885,38.99
2020-08-28,Shimla,22:35,Evening,1.5,68.0,22.1,0.04,15.3,130.4,37.3,31.1048,77.1734,26.18
2023-11-26,Shimla,16:15,Afternoon,1.3,72.0,17.4,0.02,8.9,133.4,34.3,31.1048,77.1734,26.12
2021-04-18,Munnar,09:40,Afternoon,1.9,83.0,29.2,0.04,26.5,106.4,41.3,10.0889,77.0594,17.02
2020-08-30,Manali,16:45,Evening,1.9,80.0,18.8,0.08,10.0,133.0,39.0,32.2396,77.1885,0.32
2023-11-06,Shillong,12:06,Evening,1.9,64.0,21.2,0.07,34.2,109.6,40.4,25.5788,91.8933,29.58
2023-01-07,Shimla,16:44,Afternoon,1.2,89.0,18.5,0.08,33.5,132.2,28.5,31.1048,77.1734,33.68
2020-07-07,Dehradun,23:48,Morning,1.3,84.0,22.7,0.04,21.6,108.1,30.2,30.3165,78.0322,48.29
2023-11-22,Shimla,03:29,Afternoon,2.9,79.0,28.8,0.09,28.9,104.2,43.1,31.1048,77.1734,19.18
2024-06-22,Shillong,05:49,Afternoon,2.1,87.0,25.0,0.08,21.6,135.6,49.9,25.5788,91.8933,27.44
2024-07-05,Shimla,12:30,Night,3.0,81.0,29.6,0.1,17.1,139.0,31.7,31.1048,77.1734,46.82
2022-05-08,Shillong,14:07,Night,3.0,79.0,25.7,0.08,11.6,125.0,25.6,25.5788,91.8933,25.08
2021-08-10,Shimla,00:28,Morning,1.2,81.0,26.4,0.03,1.9,124.6,47.6,31.1048,77.1734,48.94
2022-12-06,Shillong,09:36,Afternoon,2.6,82.0,21.3,0.07,7.1,129.1,29.2,25.5788,91.8933,38.56
2023-04-26,Manali,02:56,Afternoon,1.2,65.0,23.8,0.02,22.1,106.5,30.4,32.2396,77.1885,4.56
2020-12-30,Dehradun,21:20,Morning,3.8,74.0,20.6,0.03,10.4,106.7,39.7,30.3165,78.0322,29.58
2022-06-20,Darjeeling,23:09,Afternoon,3.0,81.0,21.1,0.03,31.0,127.2,39.4,27.0385,88.2622,23.5
2021-07-02,Manali,17:49,Evening,3.4,71.0,21.5,0.03,29.6,139.9,45.4,32.2396,77.1885,9.56
2021-04-10,Shillong,20:37,Night,1.2,89.0,29.8,0.05,15.4,120.3,46.0,25.5788,91.8933,1.65
2020-05-29,Shillong,04:58,Evening,3.8,87.0,15.9,0.03,7.1,134.1,30.8,25.5788,91.8933,4.09
2023-01-18,Dehradun,16:38,Afternoon,1.2,76.0,29.1,0.07,5.3,126.5,31.7,30.3165,78.0322,33.1
2022-09-08,Manali,04:32,Evening,1.6,65.0,29.7,0.1,0.4,114.3,35.9,32.2396,77.1885,31.5
2024-10-26,Manali,01:50,Evening,1.8,66.0,27.5,0.04,3.8,113.7,49.2,32.2396,77.1885,43.24
2024-03-29,Darjeeling,18:21,Afternoon,1.7,84.0,16.9,0.07,31.7,138.9,34.8,27.0385,88.2622,34.54
2020-08-31,Darjeeling,21:40,Evening,1.8,79.0,29.4,0.06,30.7,107.6,44.3,27.0385,88.2622,25.43
2020-10-03,Munnar,23:02,Night,1.5,81.0,24.1,0.03,1.0,108.1,27.5,10.0889,77.0594,18.39
2020-02-12,Munnar,17:58,Morning,1.9,83.0,27.8,0.03,2.1,137.8,25.5,10.0889,77.0594,45.96
2024-09-24,Manali,17:33,Afternoon,2.1,89.0,19.1,0.02,3.4,131.8,44.5,32.2396,77.1885,9.37
2021-08-06,Shillong,13:26,Night,1.6,83.0,23.0,0.07,13.3,128.1,47.4,25.5788,91.8933,35.33
2024-01-21,Shillong,05:27,Evening,2.6,74.0,19.8,0.09,17.9,126.7,40.9,25.5788,91.8933,40.21
2021-11-24,Darjeeling,18:54,Afternoon,2.2,75.0,18.2,0.09,34.8,134.7,49.1,27.0385,88.2622,0.55
2021-08-13,Manali,11:37,Night,3.6,82.0,22.3,0.09,25.4,101.5,35.7,32.2396,77.1885,0.15
2023-09-10,Munnar,18:01,Afternoon,1.8,73.0,24.7,0.04,23.0,111.3,30.3,10.0889,77.0594,24.71
2023-11-30,Dehradun,09:43,Evening,1.0,74.0,23.7,0.03,6.5,124.2,33.0,30.3165,78.0322,24.14
2023-09-23,Shillong,21:23,Afternoon,2.5,69.0,15.0,0.06,26.8,113.0,49.3,25.5788,91.8933,43.05
2024-07-26,Shimla,00:42,Morning,3.6,60.0,15.1,0.06,2.0,107.7,32.7,31.1048,77.1734,11.8
2020-12-28,Munnar,12:26,Morning,3.2,68.0,22.6,0.06,22.5,124.8,35.9,10.0889,77.0594,49.84
2023-04-11,Darjeeling,16:05,Evening,1.9,78.0,27.6,0.06,26.1,102.9,36.2,27.0385,88.2622,2.16
2023-04-12,Manali,07:11,Morning,1.8,81.0,25.4,0.1,24.7,113.6,47.8,32.2396,77.1885,1.11
2022-06-07,Darjeeling,01:52,Morning,2.9,69.0,27.5,0.09,11.1,120.3,27.7,27.0385,88.2622,49.57
2021-01-16,Dehradun,01:04,Morning,1.4,63.0,21.0,0.05,21.8,103.7,37.9,30.3165,78.0322,24.23
2023-10-03,Dehradun,03:18,Afternoon,1.7,87.0,19.0,0.02,30.1,104.5,47.1,30.3165,78.0322,20.53
2021-11-10,Manali,22:38,Afternoon,2.4,66.0,23.4,0.03,15.1,105.7,38.9,32.2396,77.1885,8.03
2024-03-04,Shimla,08:00,Evening,4.0,69.0,22.9,0.05,4.6,103.0,45.5,31.1048,77.1734,1.42
2020-01-23,Munnar,08:22,Evening,2.0,66.0,17.8,0.07,13.8,125.8,46.6,10.0889,77.0594,12.25
2024-04-18,Manali,12:14,Night,2.8,86.0,18.6,0.09,17.0,124.8,43.8,32.2396,77.1885,36.3
2021-11-14,Munnar,22:45,Night,3.5,69.0,15.8,0.1,9.3,130.1,46.2,10.0889,77.0594,22.03
2024-02-19,Shimla,02:45,Evening,3.9,70.0,23.3,0.04,7.6,136.1,41.9,31.1048,77.1734,48.77
2023-10-30,Dehradun,11:49,Morning,1.2,62.0,28.9,0.05,29.1,101.8,39.4,30.3165,78.0322,33.9
2024-01-07,Manali,09:28,Morning,3.5,89.0,27.1,0.1,4.8,102.9,38.7,32.2396,77.1885,17.59
2023-07-02,Manali,11:24,Evening,3.7,72.0,18.3,0.1,17.5,111.6,32.5,32.2396,77.1885,11.24
2023-12-31,Shillong,08:02,Morning,3.4,85.0,25.0,0.06,13.7,108.2,36.8,25.5788,91.8933,28.31
2021-05-23,Darjeeling,10:33,Afternoon,2.8,74.0,30.0,0.09,33.2,124.0,35.2,27.0385,88.2622,10.98
2024-07-03,Manali,02:47,Afternoon,3.7,64.0,25.7,0.09,21.9,132.6,33.9,32.2396,77.1885,41.18
2023-08-17,Darjeeling,13:57,Night,3.2,88.0,23.4,0.04,22.8,126.6,38.2,27.0385,88.2622,37.85
2023-04-21,Munnar,23:50,Morning,3.4,83.0,28.5,0.04,0.5,112.3,42.9,10.0889,77.0594,26.11
2024-08-11,Manali,02:56,Afternoon,1.1,80.0,27.1,0.1,24.0,117.2,26.0,32.2396,77.1885,33.24
2024-01-30,Darjeeling,17:54,Evening,2.8,71.0,23.4,0.02,25.5,112.7,35.6,27.0385,88.2622,3.41
2020-02-23,Shimla,08:25,Morning,3.1,88.0,22.5,0.05,17.2,138.7,40.1,31.1048,77.1734,41.28
2024-12-25,Shillong,10:34,Night,4.0,67.0,17.5,0.06,27.6,134.8,28.0,25.5788,91.8933,40.94
2020-09-28,Dehradun,19:08,Morning,3.8,72.0,22.7,0.1,22.7,130.3,28.8,30.3165,78.0322,45.41
2020-02-21,Shimla,06:08,Morning,2.8,86.0,23.7,0.06,32.3,127.3,43.6,31.1048,77.1734,30.92
2022-05-27,Manali,14:38,Night,3.5,64.0,15.2,0.04,33.2,130.1,38.1,32.2396,77.1885,25.5
2022-08-16,Dehradun,20:06,Evening,2.1,70.0,15.7,0.05,17.8,124.6,43.0,30.3165,78.0322,25.66
2023-03-30,Shillong,12:44,Morning,2.8,88.0,28.7,0.04,16.1,115.3,49.2,25.5788,91.8933,29.44
2021-04-11,Dehradun,08:42,Morning,1.2,77.0,24.1,0.1,8.4,110.3,41.8,30.3165,78.0322,37.01
2023-06-07,Shillong,07:24,Evening,3.3,77.0,18.7,0.07,26.0,136.0,49.8,25.5788,91.8933,5.41
2020-09-22,Dehradun,01:12,Evening,3.5,88.0,18.9,0.04,14.9,113.3,41.2,30.3165,78.0322,37.07
2022-12-10,Shillong,08:56,Evening,2.6,81.0,29.4,0.04,19.4,103.4,37.4,25.5788,91.8933,2.33
2021-04-14,Shillong,00:47,Evening,3.3,72.0,21.3,0.07,24.5,120.5,27.6,25.5788,91.8933,19.41
2022-12-01,Shillong,01:46,Night,1.0,76.0,25.2,0.07,2.3,132.3,46.7,25.5788,91.8933,44.12
2022-05-27,Manali,10:35,Afternoon,1.5,77.0,21.0,0.09,25.8,112.5,30.5,32.2396,77.1885,24.54
2022-08-09,Manali,10:39,Morning,3.0,89.0,19.9,0.08,28.8,119.2,28.6,32.2396,77.1885,23.47
2024-10-24,Manali,10:22,Evening,3.6,62.0,21.1,0.03,10.1,132.8,28.3,32.2396,77.1885,2.48
2020-01-28,Darjeeling,22:06,Afternoon,1.4,87.0,26.7,0.1,28.3,105.6,25.1,27.0385,88.2622,39.0
2022-10-05,Darjeeling,21:26,Evening,3.9,65.0,29.1,0.08,27.6,139.0,35.8,27.0385,88.2622,46.21
2022-02-09,Shimla,17:18,Evening,3.4,72.0,18.3,0.05,31.9,110.4,37.6,31.1048,77.1734,49.43
2020-12-06,Darjeeling,09:43,Evening,3.8,65.0,17.3,0.09,31.0,105.8,37.7,27.0385,88.2622,15.75
2022-09-20,Shimla,22:34,Evening,3.0,62.0,22.7,0.06,17.9,124.9,45.6,31.1048,77.1734,47.44
2022-09-24,Dehradun,11:04,Afternoon,1.4,64.0,29.2,0.06,14.9,122.7,46.8,30.3165,78.0322,2.79
2020-10-09,Shillong,10:55,Morning,1.2,73.0,15.3,0.1,10.8,137.7,42.8,25.5788,91.8933,25.81
2022-04-05,Shillong,21:38,Morning,2.3,68.0,16.6,0.06,7.4,130.2,37.7,25.5788,91.8933,1.43
2021-06-09,Shimla,17:01,Evening,1.4,75.0,29.9,0.02,29.9,107.5,26.4,31.1048,77.1734,42.38
2021-01-21,Darjeeling,16:52,Night,1.4,90.0,23.1,0.09,28.4,131.7,46.0,27.0385,88.2622,6.74
2024-12-07,Shimla,15:21,Afternoon,1.2,83.0,19.5,0.06,18.8,130.9,47.0,31.1048,77.1734,34.08
2024-01-25,Munnar,03:55,Night,1.7,61.0,23.7,0.08,5.4,124.8,32.2,10.0889,77.0594,4.29
2023-09-14,Dehradun,06:33,Evening,2.9,66.0,18.5,0.09,10.0,109.3,30.1,30.3165,78.0322,25.99
2023-06-12,Manali,18:10,Afternoon,2.4,78.0,23.0,0.02,21.5,121.9,38.0,32.2396,77.1885,12.57
2023-05-24,Shillong,17:53,Night,2.5,83.0,25.6,0.03,16.5,115.1,45.4,25.5788,91.8933,21.53
2022-11-21,Dehradun,22:14,Afternoon,3.2,87.0,25.3,0.08,25.6,104.4,32.5,30.3165,78.0322,2.26
2020-11-02,Munnar,17:49,Morning,3.2,60.0,23.9,0.1,16.0,107.8,47.7,10.0889,77.0594,39.16
2023-10-07,Manali,02:21,Night,1.3,86.0,18.4,0.09,13.5,113.4,41.0,32.2396,77.1885,35.9
2023-03-21,Munnar,05:17,Night,2.2,71.0,27.7,0.08,33.1,139.1,34.4,10.0889,77.0594,32.59
2022-07-14,Darjeeling,13:37,Evening,3.7,80.0,28.7,0.1,13.2,135.6,37.9,27.0385,88.2622,30.74
2020-08-23,Munnar,09:26,Evening,1.4,81.0,27.7,0.06,6.5,131.2,48.0,10.0889,77.0594,19.69
2024-05-16,Shillong,03:02,Evening,3.2,61.0,28.1,0.04,2.3,115.6,35.6,25.5788,91.8933,42.2
2022-08-31,Darjeeling,02:02,Morning,3.6,70.0,25.9,0.03,4.6,107.8,46.2,27.0385,88.2622,30.23
2020-05-15,Dehradun,03:46,Night,2.2,84.0,28.6,0.03,12.4,135.7,49.7,30.3165,78.0322,17.72
2024-11-18,Shimla,01:13,Night,4.0,61.0,20.0,0.08,0.2,105.2,39.2,31.1048,77.1734,27.51
2021-06-01,Munnar,10:03,Evening,1.2,63.0,15.8,0.09,23.9,106.9,45.0,10.0889,77.0594,32.14
2022-02-19,Dehradun,20:04,Morning,3.5,66.0,15.8,0.06,24.4,107.4,35.4,30.3165,78.0322,38.95
2024-07-13,Shillong,16:13,Night,3.0,72.0,19.0,0.09,11.2,133.2,37.1,25.5788,91.8933,49.57
2020-04-08,Munnar,06:58,Afternoon,2.8,70.0,18.1,0.05,34.2,118.3,35.9,10.0889,77.0594,31.22
2021-10-26,Manali,15:55,Morning,1.1,74.0,23.9,0.1,6.8,134.0,40.6,32.2396,77.1885,34.74
2024-02-13,Manali,09:52,Morning,1.1,84.0,23.8,0.03,9.7,136.3,39.0,32.2396,77.1885,5.8
2024-11-25,Munnar,16:19,Night,2.7,67.0,20.7,0.01,0.9,135.0,31.2,10.0889,77.0594,39.98
2023-06-03,Darjeeling,08:32,Morning,1.4,77.0,28.6,0.08,25.0,111.1,26.9,27.0385,88.2622,25.56
2023-11-15,Shimla,17:37,Morning,3.0,77.0,15.5,0.07,26.0,112.5,39.9,31.1048,77.1734,49.9
2020-03-25,Shimla,11:53,Night,1.3,87.0,27.3,0.08,15.7,100.0,40.9,31.1048,77.1734,10.96
2022-05-27,Munnar,14:49,Evening,1.8,73.0,25.1,0.06,31.3,112.1,42.9,10.0889,77.0594,41.72
